age, Job_Category,Level,Nb_Years_School,Ed,marital-status,occupation,sex,gains,losses,hours-per-week,Orig_Country,Output_Class
37, Local-gov, Bachelors,17,13, Never-married, Prof-specialty, Male,0,0,40, ?, Low
33, Private, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Female,0,0,40, USA, Low
24, Private, Bachelors,17,13, Never-married, Adm-clerical, Male,0,0,40, USA, Low
42, Self-emp-inc, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,60, USA, High
51, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Sales, Male,3103,0,84, Vietnam, Low
56, Local-gov, Assoc-acdm,16,12, Married-civ-spouse, Tech-support, Male,0,0,45, USA, High
22, Private, Few Years College,14,10, Never-married, Handlers-cleaners, Male,0,0,40, USA, Low
52, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Farming-fishing, Male,0,0,60, USA, Low
44, Private, Bachelors,17,13, Divorced, Exec-managerial, Female,4934,0,45, USA, High
34, Private, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Female,4064,0,35, USA, Low
51, Private, Few Years College,14,10, Divorced, Craft-repair, Male,0,0,42, USA, High
20, ?, Few Years College,14,10, Never-married, ?, Male,0,0,40, USA, Low
19, Private, Few Years College,14,10, Never-married, Sales, Female,0,0,25, USA, Low
37, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
68, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, High
22, Private, Few Years College,14,10, Divorced, Protective-serv, Male,0,0,40, USA, Low
56, Self-emp-inc, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, Low
37, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
52, Private, 1st-4th,6,2, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, Mexico, Low
26, Private, HS-grad,13,9, Separated, Handlers-cleaners, Male,0,0,40, Puerto-Rico, Low
33, Private, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,50, USA, Low
45, Local-gov, Masters,18,14, Divorced, Prof-specialty, Female,0,0,42, USA, Low
18, Private, 11th,11,7, Never-married, Other-service, Male,0,0,15, USA, Low
43, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Farming-fishing, Male,0,0,60, USA, High
64, Self-emp-not-inc, Doctorate,20,16, Married-civ-spouse, Prof-specialty, Male,15024,0,50, ?, High
18, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Male,0,0,20, USA, Low
20, ?, Few Years College,14,10, Never-married, ?, Male,0,0,45, USA, Low
57, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, High
41, Private, HS-grad,13,9, Divorced, Adm-clerical, Female,3674,0,42, USA, Low
34, Private, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,0,1887,50, USA, High
19, Private, HS-grad,13,9, Never-married, Sales, Female,0,0,40, USA, Low
44, Private, 9th,9,5, Divorced, Other-service, Female,0,0,55, Dominican-Republic, Low
56, Private, 10th,10,6, Widowed, Other-service, Female,0,0,40, USA, Low
36, Self-emp-inc, HS-grad,13,9, Married-civ-spouse, Farming-fishing, Male,0,0,80, USA, Low
48, Private, Bachelors,17,13, Divorced, Exec-managerial, Female,0,0,48, USA, Low
29, Private, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,40, USA, High
33, Private, Bachelors,17,13, Never-married, Craft-repair, Male,2174,0,40, USA, Low
31, Private, 5th-6th,7,3, Married-civ-spouse, Other-service, Male,0,0,40, Mexico, Low
39, Private, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,45, USA, High
66, Private, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,10605,0,40, USA, High
27, Private, Bachelors,17,13, Never-married, Prof-specialty, Female,0,0,50, USA, High
39, Private, HS-grad,13,9, Divorced, Exec-managerial, Female,99999,0,40, USA, High
59, Private, 7th-8th,8,4, Married-civ-spouse, Craft-repair, Male,5178,0,50, USA, High
26, Private, HS-grad,13,9, Never-married, Other-service, Female,0,0,40, USA, Low
31, Private, Assoc-voc,15,11, Divorced, Craft-repair, Male,0,0,40, USA, Low
45, ?, HS-grad,13,9, Widowed, ?, Female,0,0,40, Mexico, Low
23, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Male,0,0,30, USA, Low
36, Local-gov, HS-grad,13,9, Divorced, Adm-clerical, Female,0,0,40, USA, Low
34, Private, Few Years College,14,10, Married-civ-spouse, Other-service, Female,0,0,12, USA, High
32, Private, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,84, USA, High
37, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,0,50, USA, High
33, Private, Bachelors,17,13, Never-married, Sales, Male,0,0,45, USA, Low
50, Self-emp-not-inc, Prof-school,19,15, Married-civ-spouse, Prof-specialty, Male,99999,0,80, USA, High
32, Federal-gov, Assoc-acdm,16,12, Never-married, Protective-serv, Male,0,0,40, USA, Low
35, Private, Bachelors,17,13, Never-married, Adm-clerical, Female,0,0,40, USA, Low
37, Private, 11th,11,7, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
44, Private, Few Years College,14,10, Divorced, Craft-repair, Male,0,0,60, USA, Low
57, Private, Few Years College,14,10, Divorced, Handlers-cleaners, Male,0,0,25, USA, Low
29, Local-gov, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Female,0,0,40, USA, Low
55, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,50, USA, High
43, Self-emp-inc, Prof-school,19,15, Married-civ-spouse, Prof-specialty, Male,0,0,25, USA, High
43, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,70, USA, Low
45, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,60, USA, High
33, Self-emp-not-inc, Masters,18,14, Married-civ-spouse, Prof-specialty, Female,0,0,8, USA, Low
26, Private, 10th,10,6, Divorced, Other-service, Female,0,0,40, Germany, Low
23, Private, Few Years College,14,10, Married-civ-spouse, Sales, Male,0,0,68, USA, Low
41, Private, 7th-8th,8,4, Separated, Craft-repair, Male,0,0,40, Mexico, Low
24, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
47, Self-emp-not-inc, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,0,44, USA, Low
34, Self-emp-not-inc, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,45, USA, Low
40, Private, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
28, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Female,0,1485,40, USA, Low
24, Private, HS-grad,13,9, Never-married, Exec-managerial, Female,0,0,40, South, Low
73, ?, Few Years College,14,10, Married-civ-spouse, ?, Male,0,0,10, USA, Low
23, Private, HS-grad,13,9, Never-married, Craft-repair, Male,0,0,15, USA, Low
43, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
26, Private, Bachelors,17,13, Divorced, Tech-support, Female,0,0,40, USA, Low
58, Self-emp-not-inc, Doctorate,20,16, Married-AF-spouse, Exec-managerial, Female,0,1485,35, USA, High
52, Private, HS-grad,13,9, Widowed, Adm-clerical, Female,0,0,35, USA, Low
29, Private, 11th,11,7, Married-civ-spouse, Transport-moving, Male,0,0,99, USA, High
47, Private, 11th,11,7, Married-civ-spouse, Other-service, Male,0,0,35, Columbia, Low
49, Private, HS-grad,13,9, Divorced, Adm-clerical, Female,0,0,37, USA, Low
40, Private, 11th,11,7, Widowed, Adm-clerical, Female,0,0,40, USA, Low
62, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Female,0,0,40, USA, Low
49, Private, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,1977,55, USA, High
50, Private, Bachelors,17,13, Divorced, Prof-specialty, Female,0,0,50, USA, High
31, Private, HS-grad,13,9, Never-married, Transport-moving, Male,0,0,40, USA, Low
48, Local-gov, Masters,18,14, Never-married, Prof-specialty, Female,0,0,50, USA, Low
24, Private, HS-grad,13,9, Never-married, Craft-repair, Female,0,0,40, USA, Low
41, ?, HS-grad,13,9, Never-married, ?, Female,3418,0,40, USA, Low
37, Private, HS-grad,13,9, Separated, Machine-op-inspct, Male,0,0,60, USA, Low
45, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,45, Japan, High
63, ?, HS-grad,13,9, Married-civ-spouse, ?, Male,0,0,16, USA, Low
36, Private, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,0,0,45, India, Low
45, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, Low
41, Private, Bachelors,17,13, Never-married, Sales, Female,0,0,40, USA, Low
26, Private, Assoc-acdm,16,12, Never-married, Tech-support, Female,0,0,20, USA, Low
17, Private, 11th,11,7, Never-married, Sales, Female,0,0,25, USA, Low
27, Private, HS-grad,13,9, Married-civ-spouse, Other-service, Male,0,0,36, ?, Low
43, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,65, USA, Low
35, Private, HS-grad,13,9, Never-married, Transport-moving, Male,0,0,55, USA, Low
38, Private, Bachelors,17,13, Divorced, Adm-clerical, Female,0,0,40, USA, Low
26, Private, HS-grad,13,9, Never-married, Machine-op-inspct, Male,0,0,40, USA, Low
28, Private, Few Years College,14,10, Never-married, Exec-managerial, Female,0,0,40, USA, Low
38, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Female,0,0,24, USA, High
36, Private, 11th,11,7, Divorced, Transport-moving, Female,0,0,40, USA, Low
33, Private, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Female,0,0,40, USA, High
19, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Male,1055,0,70, USA, Low
22, ?, Assoc-acdm,16,12, Never-married, ?, Male,0,0,25, USA, Low
42, Federal-gov, 10th,10,6, Married-civ-spouse, Adm-clerical, Male,0,0,40, Mexico, Low
50, Private, 10th,10,6, Married-civ-spouse, Transport-moving, Male,0,0,40, USA, High
30, Private, HS-grad,13,9, Married-civ-spouse, Handlers-cleaners, Male,0,0,30, USA, Low
37, State-gov, Few Years College,14,10, Married-civ-spouse, Prof-specialty, Male,0,0,40, Cambodia, Low
54, Self-emp-inc, Prof-school,19,15, Married-civ-spouse, Prof-specialty, Male,99999,0,40, USA, High
52, Self-emp-inc, Bachelors,17,13, Never-married, Exec-managerial, Male,0,0,40, USA, Low
65, Private, 1st-4th,6,2, Married-civ-spouse, Handlers-cleaners, Male,0,0,40, ?, Low
33, Private, HS-grad,13,9, Divorced, Craft-repair, Female,0,0,40, USA, Low
25, Private, Few Years College,14,10, Never-married, Tech-support, Male,0,0,40, USA, Low
24, Private, Bachelors,17,13, Never-married, Sales, Male,0,0,45, USA, Low
26, Private, Assoc-voc,15,11, Separated, Adm-clerical, Female,114,0,40, USA, Low
39, Private, HS-grad,13,9, Separated, Adm-clerical, Male,0,0,40, USA, High
59, Private, HS-grad,13,9, Divorced, Other-service, Female,0,0,40, USA, Low
29, Private, Few Years College,14,10, Never-married, Adm-clerical, Female,0,0,40, USA, Low
47, Private, 11th,11,7, Never-married, Other-service, Female,0,0,45, USA, Low
23, ?, Few Years College,14,10, Never-married, ?, Female,0,0,35, USA, Low
64, Self-emp-inc, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,50, USA, Low
21, Private, HS-grad,13,9, Never-married, Other-service, Male,0,0,20, USA, Low
32, Private, Few Years College,14,10, Married-civ-spouse, Adm-clerical, Female,0,0,40, USA, High
26, Private, HS-grad,13,9, Never-married, Exec-managerial, Female,0,0,37, USA, Low
19, ?, Few Years College,14,10, Never-married, ?, Female,0,0,20, USA, Low
62, Self-emp-not-inc, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,40, USA, Low
32, Private, Bachelors,17,13, Married-civ-spouse, Craft-repair, Male,0,0,55, USA, High
75, ?, 10th,10,6, Married-spouse-absent, ?, Female,0,0,5, USA, Low
45, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,60, USA, Low
31, Private, Bachelors,17,13, Married-civ-spouse, Exec-managerial, Male,0,1887,50, USA, High
32, Private, HS-grad,13,9, Married-civ-spouse, Adm-clerical, Male,2580,0,40, USA, Low
24, Private, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,0,40, USA, Low
25, Private, Bachelors,17,13, Never-married, Sales, Female,0,0,40, USA, Low
41, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Exec-managerial, Male,0,0,60, USA, Low
18, Private, Few Years College,14,10, Never-married, Sales, Female,0,0,20, USA, Low
44, Private, Doctorate,20,16, Married-civ-spouse, Prof-specialty, Male,0,0,55, USA, High
40, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,3411,0,50, USA, Low
27, Private, Bachelors,17,13, Never-married, Prof-specialty, Male,0,0,40, USA, Low
23, Private, Bachelors,17,13, Never-married, Adm-clerical, Male,0,0,40, USA, Low
21, Private, Few Years College,14,10, Never-married, Adm-clerical, Male,2174,0,40, USA, Low
37, State-gov, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,40, USA, Low
65, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Farming-fishing, Male,0,0,48, USA, Low
43, Federal-gov, Masters,18,14, Married-civ-spouse, Prof-specialty, Male,0,0,40, USA, High
45, Private, HS-grad,13,9, Never-married, Adm-clerical, Male,0,0,44, USA, Low
24, State-gov, Bachelors,17,13, Never-married, Exec-managerial, Female,0,0,40, USA, Low
24, Private, Few Years College,14,10, Never-married, Machine-op-inspct, Male,0,0,42, USA, Low
19, Local-gov, Few Years College,14,10, Never-married, Protective-serv, Male,0,1721,35, USA, Low
37, Private, Bachelors,17,13, Married-civ-spouse, Prof-specialty, Male,0,0,65, USA, High
24, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,35, USA, Low
34, Private, Few Years College,14,10, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, Germany, Low
50, State-gov, HS-grad,13,9, Married-civ-spouse, Other-service, Female,0,0,39, USA, Low
36, Private, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,40, Puerto-Rico, Low
39, Private, Bachelors,17,13, Married-civ-spouse, Sales, Male,0,0,60, USA, Low
44, Self-emp-not-inc, 7th-8th,8,4, Married-civ-spouse, Craft-repair, Male,0,0,38, USA, Low
45, State-gov, HS-grad,13,9, Married-civ-spouse, Other-service, Male,0,0,40, USA, Low
32, State-gov, 11th,11,7, Never-married, Protective-serv, Male,0,0,40, USA, Low
47, Federal-gov, Masters,18,14, Married-civ-spouse, Exec-managerial, Male,0,0,40, USA, High
50, Private, HS-grad,13,9, Married-civ-spouse, Machine-op-inspct, Male,0,0,40, USA, Low
32, Private, Assoc-voc,15,11, Married-civ-spouse, Other-service, Male,0,0,40, USA, Low
19, Private, HS-grad,13,9, Never-married, Handlers-cleaners, Male,0,0,40, USA, Low
19, ?, Few Years College,14,10, Never-married, ?, Female,0,0,20, USA, Low
28, State-gov, Masters,18,14, Divorced, Prof-specialty, Male,0,0,10, ?, Low
28, Private, HS-grad,13,9, Divorced, Sales, Male,0,0,50, USA, Low
39, Federal-gov, Masters,18,14, Never-married, Prof-specialty, Male,0,0,40, Poland, High
21, Private, Few Years College,14,10, Never-married, Other-service, Male,2907,0,40, USA, Low
73, Self-emp-not-inc, Few Years College,14,10, Widowed, Farming-fishing, Female,0,0,75, USA, Low
39, Private, 7th-8th,8,4, Married-civ-spouse, Other-service, Male,4508,0,40, Mexico, Low
25, Private, Few Years College,14,10, Never-married, Machine-op-inspct, Male,0,0,40, USA, Low
31, Private, Few Years College,14,10, Married-AF-spouse, Sales, Female,0,0,20, USA, Low
51, Private, Few Years College,14,10, Divorced, Sales, Female,0,0,32, USA, Low
39, Private, Bachelors,17,13, Married-civ-spouse, Adm-clerical, Female,0,0,28, USA, Low
31, Private, Bachelors,17,13, Divorced, Handlers-cleaners, Male,0,0,40, USA, Low
21, Private, Few Years College,14,10, Never-married, Sales, Male,0,0,17, USA, Low
46, Private, Bachelors,17,13, Divorced, Exec-managerial, Male,27828,0,50, USA, High
73, Private, HS-grad,13,9, Divorced, Exec-managerial, Female,0,0,35, USA, Low
41, Private, HS-grad,13,9, Divorced, Craft-repair, Male,0,0,40, USA, Low
20, Private, HS-grad,13,9, Never-married, Transport-moving, Male,0,0,40, USA, Low
27, Private, Assoc-acdm,16,12, Never-married, Other-service, Male,0,0,30, USA, Low
24, Private, Bachelors,17,13, Never-married, Prof-specialty, Male,0,0,35, USA, Low
20, Private, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
39, Private, Assoc-voc,15,11, Never-married, Machine-op-inspct, Male,0,0,40, USA, Low
27, Private, Bachelors,17,13, Never-married, Handlers-cleaners, Male,0,0,28, USA, Low
33, Private, 11th,11,7, Married-civ-spouse, Sales, Male,0,0,60, USA, Low
33, Private, HS-grad,13,9, Married-civ-spouse, Handlers-cleaners, Male,0,0,40, USA, Low
36, State-gov, 9th,9,5, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, Low
55, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,0,36, USA, Low
19, Private, Few Years College,14,10, Never-married, Machine-op-inspct, Male,0,0,40, USA, Low
35, Private, HS-grad,13,9, Never-married, Exec-managerial, Male,0,0,60, USA, Low
34, Private, 5th-6th,7,3, Never-married, Machine-op-inspct, Male,0,0,40, Laos, Low
62, State-gov, Prof-school,19,15, Divorced, Prof-specialty, Female,0,0,35, USA, Low
33, Self-emp-not-inc, Few Years College,14,10, Married-civ-spouse, Craft-repair, Male,0,0,40, USA, High
39, Private, 9th,9,5, Married-civ-spouse, Craft-repair, Male,4386,0,55, Mexico, Low
36, Local-gov, Few Years College,14,10, Married-civ-spouse, Tech-support, Male,0,0,40, USA, Low
41, Private, Bachelors,17,13, Divorced, Adm-clerical, Female,0,0,33, USA, Low
39, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Craft-repair, Male,0,0,60, USA, Low
38, ?, HS-grad,13,9, Married-civ-spouse, ?, Female,0,1887,10, USA, High
18, Private, HS-grad,13,9, Never-married, Adm-clerical, Female,0,0,10, USA, Low
61, Private, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,15024,0,45, USA, High
20, Federal-gov, Assoc-voc,15,11, Never-married, Adm-clerical, Female,0,0,36, USA, Low
35, Self-emp-not-inc, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,65, USA, High
27, Private, HS-grad,13,9, Never-married, Machine-op-inspct, Male,0,0,40, USA, Low
66, Private, 10th,10,6, Widowed, Other-service, Female,0,0,38, USA, Low
21, Private, HS-grad,13,9, Never-married, Transport-moving, Male,0,0,40, USA, Low
20, Private, Few Years College,14,10, Never-married, Other-service, Female,0,0,18, USA, Low
34, Private, Few Years College,14,10, Divorced, Adm-clerical, Male,0,0,40, USA, Low
63, Private, 5th-6th,7,3, Never-married, Priv-house-serv, Female,0,0,50, ?, Low
20, ?, HS-grad,13,9, Never-married, ?, Male,0,0,40, USA, Low
31, Private, HS-grad,13,9, Separated, Tech-support, Female,0,0,40, USA, Low
41, Private, Doctorate,20,16, Married-civ-spouse, Prof-specialty, Male,0,2051,60, USA, Low
64, State-gov, 1st-4th,6,2, Married-civ-spouse, Farming-fishing, Male,0,0,45, Columbia, Low
32, Private, Bachelors,17,13, Never-married, Exec-managerial, Female,0,0,40, USA, Low
30, Local-gov, HS-grad,13,9, Married-civ-spouse, Transport-moving, Male,0,0,50, USA, High
36, Self-emp-not-inc, Bachelors,17,13, Married-civ-spouse, Farming-fishing, Male,0,0,72, USA, Low
22, Private, Few Years College,14,10, Never-married, Farming-fishing, Male,0,0,12, USA, Low
53, Local-gov, Few Years College,14,10, Married-civ-spouse, Exec-managerial, Male,0,0,50, USA, Low
